loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,emi,status,applied_date,approved_date
LN98591,CUST98110,Home,85651.46,3.19,36,2117.79,Active,2025-01-10,2025-01-12
LN98592,CUST98763,Education,244077.51,3.38,24,2830.42,Active,2025-01-10,2025-01-12
LN98593,CUST98293,Auto,173437.68,5.08,36,2623.95,Active,2025-01-10,2025-01-12
LN98594,CUST98555,Auto,9679.85,9.69,12,2913.49,Active,2025-01-10,2025-01-12
LN98595,CUST98392,Personal,216630.56,4.83,36,1828.39,Active,2025-01-10,2025-01-12
LN98596,CUST98341,Auto,292526.26,3.94,36,1014.99,Active,2025-01-10,2025-01-12
LN98597,CUST98370,Auto,218079.66,10.35,12,2847.04,Active,2025-01-10,2025-01-12
LN98598,CUST98736,Home,166647.79,10.58,36,2479.08,Active,2025-01-10,2025-01-12
LN98599,CUST98619,Personal,252370.27,10.84,120,2724.19,Active,2025-01-10,2025-01-12
LN98600,CUST98615,Education,85028.0,5.86,120,2468.08,Active,2025-01-10,2025-01-12
LN98601,CUST98735,Personal,192474.74,11.48,120,2126.79,Active,2025-01-10,2025-01-12
LN98602,CUST98640,Personal,158061.18,6.44,120,1510.27,Active,2025-01-10,2025-01-12
LN98603,CUST98480,Auto,298999.08,3.71,12,1796.66,Active,2025-01-10,2025-01-12
LN98604,CUST98865,Home,200749.26,6.2,12,601.11,Active,2025-01-10,2025-01-12
LN98605,CUST98978,Home,133145.72,7.38,36,2353.71,Active,2025-01-10,2025-01-12
LN98606,CUST98497,Education,185168.98,11.65,120,2634.5,Active,2025-01-10,2025-01-12
LN98607,CUST98504,Home,85422.29,11.34,24,355.9,Active,2025-01-10,2025-01-12
LN98608,CUST98375,Auto,271260.48,11.13,36,2429.91,Active,2025-01-10,2025-01-12
LN98609,CUST98250,Education,296024.55,6.4,60,791.28,Active,2025-01-10,2025-01-12
LN98610,CUST98842,Auto,102263.1,7.03,12,1082.93,Active,2025-01-10,2025-01-12
LN98611,CUST98302,Education,171465.39,7.73,24,1095.57,Active,2025-01-10,2025-01-12
LN98612,CUST98958,Auto,236958.36,9.33,12,2139.69,Active,2025-01-10,2025-01-12
LN98613,CUST98412,Personal,16628.39,11.49,12,528.1,Active,2025-01-10,2025-01-12
LN98614,CUST98175,Auto,35715.89,7.62,24,2573.93,Active,2025-01-10,2025-01-12
LN98615,CUST98701,Education,126982.89,6.45,24,1385.09,Active,2025-01-10,2025-01-12
LN98616,CUST98654,Personal,70244.18,3.44,60,2578.49,Active,2025-01-10,2025-01-12
LN98617,CUST98842,Personal,18148.01,9.5,12,2568.79,Active,2025-01-10,2025-01-12
LN98618,CUST98511,Home,157223.2,10.71,12,1377.62,Active,2025-01-10,2025-01-12
LN98619,CUST98891,Education,126419.17,5.82,24,2444.37,Active,2025-01-10,2025-01-12
LN98620,CUST98640,Education,115531.25,5.74,24,621.05,Active,2025-01-10,2025-01-12
LN98621,CUST98463,Personal,124457.34,4.83,120,1224.41,Active,2025-01-10,2025-01-12
LN98622,CUST98829,Auto,287904.46,6.51,120,1022.79,Active,2025-01-10,2025-01-12
LN98623,CUST98030,Personal,238145.45,11.26,12,1238.74,Active,2025-01-10,2025-01-12
LN98624,CUST98156,Home,7448.72,5.72,120,963.2,Active,2025-01-10,2025-01-12
LN98625,CUST98064,Auto,45395.91,6.06,120,1839.07,Active,2025-01-10,2025-01-12
LN98626,CUST98283,Home,73859.79,6.34,24,2690.76,Active,2025-01-10,2025-01-12
LN98627,CUST98127,Personal,77508.63,11.8,24,652.48,Active,2025-01-10,2025-01-12
LN98628,CUST98570,Home,229595.08,5.04,60,928.5,Active,2025-01-10,2025-01-12
LN98629,CUST98452,Personal,295938.17,5.44,36,140.67,Active,2025-01-10,2025-01-12
LN98630,CUST98177,Auto,272686.35,4.13,36,2622.94,Active,2025-01-10,2025-01-12
LN98631,CUST98151,Auto,250062.04,6.2,120,2764.54,Active,2025-01-10,2025-01-12
LN98632,CUST98652,Home,70000.3,3.62,36,1261.34,Active,2025-01-10,2025-01-12
LN98633,CUST98198,Home,148603.6,8.37,24,916.85,Active,2025-01-10,2025-01-12
LN98634,CUST98402,Personal,92420.3,11.96,36,2311.13,Active,2025-01-10,2025-01-12
LN98635,CUST98306,Home,254473.53,4.39,12,1485.98,Active,2025-01-10,2025-01-12
LN98636,CUST98033,Home,24020.92,3.05,120,2941.17,Active,2025-01-10,2025-01-12
LN98637,CUST98647,Education,280934.24,3.3,12,1253.55,Active,2025-01-10,2025-01-12
LN98638,CUST98443,Home,280616.89,7.43,120,1415.51,Active,2025-01-10,2025-01-12
LN98639,CUST98982,Auto,50151.22,5.32,12,1197.65,Active,2025-01-10,2025-01-12
LN98640,CUST98094,Education,245910.31,3.74,36,2575.76,Active,2025-01-10,2025-01-12
LN98641,CUST98901,Home,173971.94,7.54,12,2315.63,Active,2025-01-10,2025-01-12
LN98642,CUST98277,Home,239159.14,4.76,36,2490.83,Active,2025-01-10,2025-01-12
LN98643,CUST98239,Personal,75220.29,10.92,60,431.97,Active,2025-01-10,2025-01-12
LN98644,CUST98312,Auto,148161.35,5.32,60,2196.19,Active,2025-01-10,2025-01-12
LN98645,CUST98392,Personal,11044.57,11.42,60,1707.79,Active,2025-01-10,2025-01-12
LN98646,CUST98945,Auto,140418.58,3.75,12,2576.56,Active,2025-01-10,2025-01-12
LN98647,CUST98525,Personal,259862.79,3.07,24,586.25,Active,2025-01-10,2025-01-12
LN98648,CUST98606,Personal,58898.2,6.19,36,1783.71,Active,2025-01-10,2025-01-12
LN98649,CUST98684,Education,240040.36,6.46,120,1337.85,Active,2025-01-10,2025-01-12
LN98650,CUST98064,Home,116576.57,9.22,24,2559.53,Active,2025-01-10,2025-01-12
LN98651,CUST98212,Auto,171742.87,6.18,12,1630.58,Active,2025-01-10,2025-01-12
LN98652,CUST98999,Home,115298.52,10.45,60,2313.11,Active,2025-01-10,2025-01-12
LN98653,CUST98581,Education,143524.62,5.02,24,2259.81,Active,2025-01-10,2025-01-12
LN98654,CUST98938,Education,274320.81,8.51,120,1455.05,Active,2025-01-10,2025-01-12
LN98655,CUST98483,Personal,94089.91,10.5,12,1061.46,Active,2025-01-10,2025-01-12
LN98656,CUST98785,Auto,172128.8,8.49,120,1503.2,Active,2025-01-10,2025-01-12
LN98657,CUST98570,Education,87013.68,11.28,120,499.08,Active,2025-01-10,2025-01-12
LN98658,CUST98190,Home,259245.31,10.82,36,291.76,Active,2025-01-10,2025-01-12
LN98659,CUST98827,Education,188179.63,5.94,60,508.99,Active,2025-01-10,2025-01-12
LN98660,CUST98237,Auto,67432.3,9.43,12,863.87,Active,2025-01-10,2025-01-12
LN98661,CUST98468,Education,19843.52,10.46,36,2210.73,Active,2025-01-10,2025-01-12
LN98662,CUST98833,Home,172405.7,8.44,120,1662.1,Active,2025-01-10,2025-01-12
LN98663,CUST98908,Auto,140255.71,8.19,36,1678.66,Active,2025-01-10,2025-01-12
LN98664,CUST98570,Auto,140327.01,6.74,120,532.91,Active,2025-01-10,2025-01-12
LN98665,CUST98921,Home,85708.32,5.28,24,2182.47,Active,2025-01-10,2025-01-12
LN98666,CUST98512,Education,84819.65,6.01,120,1656.85,Active,2025-01-10,2025-01-12
LN98667,CUST98087,Education,155082.33,3.13,12,1247.86,Active,2025-01-10,2025-01-12
LN98668,CUST98218,Education,86068.2,5.44,36,1203.35,Active,2025-01-10,2025-01-12
LN98669,CUST98923,Personal,14036.72,7.98,60,1126.9,Active,2025-01-10,2025-01-12
LN98670,CUST98954,Auto,193374.4,11.87,60,615.87,Active,2025-01-10,2025-01-12
LN98671,CUST98218,Personal,21695.33,4.67,60,2974.1,Active,2025-01-10,2025-01-12
LN98672,CUST98006,Home,212717.81,8.83,36,320.91,Active,2025-01-10,2025-01-12
LN98673,CUST98567,Education,266560.79,7.47,12,748.79,Active,2025-01-10,2025-01-12
LN98674,CUST98392,Education,293438.36,3.29,24,1220.41,Active,2025-01-10,2025-01-12
LN98675,CUST98372,Education,100682.7,7.22,36,1354.75,Active,2025-01-10,2025-01-12
LN98676,CUST98416,Personal,189392.95,7.68,12,179.9,Active,2025-01-10,2025-01-12
LN98677,CUST98899,Education,154659.29,11.73,60,1643.64,Active,2025-01-10,2025-01-12
LN98678,CUST98734,Education,293453.32,9.57,60,1337.02,Active,2025-01-10,2025-01-12
LN98679,CUST98924,Education,260173.84,11.48,12,2174.96,Active,2025-01-10,2025-01-12
LN98680,CUST98625,Auto,222490.4,9.66,12,2793.86,Active,2025-01-10,2025-01-12
LN98681,CUST98150,Auto,243948.71,8.19,60,2378.42,Active,2025-01-10,2025-01-12
LN98682,CUST98764,Home,191488.27,10.82,120,2932.09,Active,2025-01-10,2025-01-12
LN98683,CUST98584,Education,215415.69,3.31,12,2443.04,Active,2025-01-10,2025-01-12
LN98684,CUST98236,Education,224706.28,10.34,60,2642.37,Active,2025-01-10,2025-01-12
LN98685,CUST98407,Home,227775.76,7.57,24,704.38,Active,2025-01-10,2025-01-12
LN98686,CUST98164,Education,243322.95,3.08,12,1971.58,Active,2025-01-10,2025-01-12
LN98687,CUST98640,Home,114692.5,6.13,24,1410.89,Active,2025-01-10,2025-01-12
LN98688,CUST98784,Personal,284045.83,8.17,60,2470.42,Active,2025-01-10,2025-01-12
LN98689,CUST98200,Auto,167085.06,11.38,60,818.07,Active,2025-01-10,2025-01-12
LN98690,CUST98967,Personal,92635.21,3.72,12,1965.03,Active,2025-01-10,2025-01-12
LN98691,CUST98865,Home,85067.94,11.59,24,1544.06,Active,2025-01-10,2025-01-12
LN98692,CUST98905,Personal,245638.03,3.36,36,1705.13,Active,2025-01-10,2025-01-12
LN98693,CUST98463,Home,6668.45,3.78,36,2695.49,Active,2025-01-10,2025-01-12
LN98694,CUST98489,Personal,262364.55,3.53,12,2095.53,Active,2025-01-10,2025-01-12
LN98695,CUST98351,Education,240637.53,6.63,36,845.28,Active,2025-01-10,2025-01-12
LN98696,CUST98387,Auto,270878.02,11.24,24,1216.83,Active,2025-01-10,2025-01-12
LN98697,CUST98497,Home,217119.22,8.74,12,2674.78,Active,2025-01-10,2025-01-12
LN98698,CUST98460,Education,67409.9,7.81,24,2543.8,Active,2025-01-10,2025-01-12
LN98699,CUST98121,Home,139436.7,8.74,24,2807.68,Active,2025-01-10,2025-01-12
LN98700,CUST98479,Auto,72744.43,9.69,60,1931.63,Active,2025-01-10,2025-01-12
LN98701,CUST98303,Personal,5746.12,10.86,24,1130.46,Active,2025-01-10,2025-01-12
LN98702,CUST98542,Home,298545.51,5.21,36,2825.11,Active,2025-01-10,2025-01-12
LN98703,CUST98961,Auto,69193.1,9.04,24,538.26,Active,2025-01-10,2025-01-12
LN98704,CUST98390,Home,43553.58,4.26,60,1479.79,Active,2025-01-10,2025-01-12
LN98705,CUST98838,Education,45983.18,11.36,12,743.8,Active,2025-01-10,2025-01-12
LN98706,CUST98401,Auto,219561.48,4.13,36,2354.32,Active,2025-01-10,2025-01-12
LN98707,CUST98534,Auto,258390.11,7.12,36,2315.71,Active,2025-01-10,2025-01-12
LN98708,CUST98860,Home,169029.08,7.98,24,2795.58,Active,2025-01-10,2025-01-12
LN98709,CUST98346,Education,180073.56,3.5,60,772.68,Active,2025-01-10,2025-01-12
LN98710,CUST98221,Auto,149410.34,6.38,60,855.27,Active,2025-01-10,2025-01-12
LN98711,CUST98688,Personal,201563.66,11.22,120,870.89,Active,2025-01-10,2025-01-12
LN98712,CUST98948,Education,114684.65,8.87,12,337.81,Active,2025-01-10,2025-01-12
LN98713,CUST98447,Personal,118045.16,4.74,36,145.33,Active,2025-01-10,2025-01-12
LN98714,CUST98034,Personal,184164.61,9.06,60,1694.27,Active,2025-01-10,2025-01-12
LN98715,CUST98302,Education,80363.72,6.19,12,2586.61,Active,2025-01-10,2025-01-12
LN98716,CUST98831,Personal,114299.45,10.22,24,743.84,Active,2025-01-10,2025-01-12
LN98717,CUST98066,Auto,141192.91,6.52,60,2974.24,Active,2025-01-10,2025-01-12
LN98718,CUST98781,Auto,247147.98,9.82,12,1566.88,Active,2025-01-10,2025-01-12
LN98719,CUST98222,Auto,290585.37,5.72,60,1985.89,Active,2025-01-10,2025-01-12
LN98720,CUST98006,Auto,241563.12,8.36,12,2916.35,Active,2025-01-10,2025-01-12
LN98721,CUST98273,Auto,42580.84,3.74,36,2322.33,Active,2025-01-10,2025-01-12
LN98722,CUST98018,Home,293895.31,7.79,24,1070.05,Active,2025-01-10,2025-01-12
LN98723,CUST98895,Education,94777.96,4.35,36,2395.04,Active,2025-01-10,2025-01-12
LN98724,CUST98642,Personal,127330.87,4.52,120,2569.3,Active,2025-01-10,2025-01-12
LN98725,CUST98634,Education,34233.32,11.76,120,1642.08,Active,2025-01-10,2025-01-12
LN98726,CUST98086,Auto,66330.63,7.02,60,2609.61,Active,2025-01-10,2025-01-12
LN98727,CUST98648,Education,45683.95,3.79,24,747.8,Active,2025-01-10,2025-01-12
LN98728,CUST98588,Education,209589.88,4.89,120,2868.38,Active,2025-01-10,2025-01-12
LN98729,CUST98599,Auto,163816.68,5.52,12,801.8,Active,2025-01-10,2025-01-12
LN98730,CUST98314,Education,231047.02,4.38,36,1145.88,Active,2025-01-10,2025-01-12
LN98731,CUST98834,Education,30744.63,6.47,24,238.52,Active,2025-01-10,2025-01-12
LN98732,CUST98992,Home,278653.9,10.51,12,2211.9,Active,2025-01-10,2025-01-12
LN98733,CUST98325,Education,35706.37,8.71,12,1539.75,Active,2025-01-10,2025-01-12
LN98734,CUST98916,Personal,119961.59,4.89,24,2869.76,Active,2025-01-10,2025-01-12
LN98735,CUST98691,Personal,284719.62,9.72,24,1425.76,Active,2025-01-10,2025-01-12
LN98736,CUST98373,Home,171520.94,6.04,36,2754.81,Active,2025-01-10,2025-01-12
LN98737,CUST98236,Auto,160618.63,11.58,12,604.09,Active,2025-01-10,2025-01-12
LN98738,CUST98360,Education,31570.6,10.88,36,849.77,Active,2025-01-10,2025-01-12
LN98739,CUST98694,Home,197482.58,9.75,60,1347.21,Active,2025-01-10,2025-01-12
LN98740,CUST98808,Education,161098.35,6.96,12,1633.23,Active,2025-01-10,2025-01-12
LN98741,CUST98149,Personal,218954.87,4.06,120,1838.57,Active,2025-01-10,2025-01-12
LN98742,CUST98037,Home,13243.92,9.8,60,2150.99,Active,2025-01-10,2025-01-12
LN98743,CUST98886,Personal,109857.71,6.76,60,2258.31,Active,2025-01-10,2025-01-12
LN98744,CUST98898,Education,34602.23,4.14,36,641.83,Active,2025-01-10,2025-01-12
LN98745,CUST98448,Education,95770.12,8.86,24,1586.63,Active,2025-01-10,2025-01-12
LN98746,CUST98490,Home,107407.67,9.87,24,2845.77,Active,2025-01-10,2025-01-12
LN98747,CUST98492,Education,215966.14,5.28,60,974.43,Active,2025-01-10,2025-01-12
LN98748,CUST98261,Education,282233.62,11.1,24,1235.41,Active,2025-01-10,2025-01-12
LN98749,CUST98734,Education,82053.07,3.82,36,2926.16,Active,2025-01-10,2025-01-12
LN98750,CUST98657,Personal,152799.01,6.64,60,1769.09,Active,2025-01-10,2025-01-12
LN98751,CUST98175,Education,158235.02,9.59,120,2627.7,Active,2025-01-10,2025-01-12
LN98752,CUST98419,Home,174762.57,9.78,60,203.89,Active,2025-01-10,2025-01-12
LN98753,CUST98449,Home,175596.52,6.39,120,815.79,Active,2025-01-10,2025-01-12
LN98754,CUST98467,Education,204739.53,3.53,120,1422.88,Active,2025-01-10,2025-01-12
LN98755,CUST98238,Education,289639.14,3.97,36,1868.71,Active,2025-01-10,2025-01-12
LN98756,CUST98853,Home,54882.55,8.84,12,2124.52,Active,2025-01-10,2025-01-12
LN98757,CUST98168,Auto,236264.94,6.19,60,1309.83,Active,2025-01-10,2025-01-12
LN98758,CUST98636,Education,123922.42,4.69,36,963.21,Active,2025-01-10,2025-01-12
LN98759,CUST98046,Home,220495.51,7.07,24,1324.43,Active,2025-01-10,2025-01-12
LN98760,CUST98633,Education,103231.31,8.08,12,2345.85,Active,2025-01-10,2025-01-12
LN98761,CUST98154,Personal,31772.82,6.53,24,492.64,Active,2025-01-10,2025-01-12
LN98762,CUST98327,Auto,150577.95,4.2,36,868.97,Active,2025-01-10,2025-01-12
LN98763,CUST98629,Auto,266878.6,9.85,36,2697.43,Active,2025-01-10,2025-01-12
LN98764,CUST98063,Education,152309.52,6.24,24,1621.79,Active,2025-01-10,2025-01-12
LN98765,CUST98378,Personal,228848.18,11.85,12,358.24,Active,2025-01-10,2025-01-12
LN98766,CUST98487,Personal,7090.15,6.48,60,1495.25,Active,2025-01-10,2025-01-12
LN98767,CUST98917,Auto,79872.52,4.38,36,2353.36,Active,2025-01-10,2025-01-12
LN98768,CUST98673,Personal,215302.03,6.59,24,1944.92,Active,2025-01-10,2025-01-12
LN98769,CUST98224,Education,133855.9,6.8,36,1399.17,Active,2025-01-10,2025-01-12
LN98770,CUST98837,Personal,53136.75,5.67,12,141.55,Active,2025-01-10,2025-01-12
LN98771,CUST98115,Personal,8519.95,5.34,120,2942.99,Active,2025-01-10,2025-01-12
LN98772,CUST98947,Auto,8540.05,5.85,12,2738.46,Active,2025-01-10,2025-01-12
LN98773,CUST98712,Auto,248079.92,7.7,120,972.29,Active,2025-01-10,2025-01-12
LN98774,CUST98555,Auto,144825.8,9.56,12,2834.28,Active,2025-01-10,2025-01-12
LN98775,CUST98192,Home,141469.89,8.36,60,2498.54,Active,2025-01-10,2025-01-12
LN98776,CUST98576,Auto,270172.53,8.55,60,2357.11,Active,2025-01-10,2025-01-12
LN98777,CUST98993,Auto,94803.22,4.11,12,2107.61,Active,2025-01-10,2025-01-12
LN98778,CUST98151,Auto,141588.47,5.9,120,2425.98,Active,2025-01-10,2025-01-12
LN98779,CUST98070,Home,7597.84,9.31,60,400.02,Active,2025-01-10,2025-01-12
LN98780,CUST98128,Auto,232153.57,3.32,12,477.98,Active,2025-01-10,2025-01-12
LN98781,CUST98720,Auto,197037.83,10.1,12,2228.48,Active,2025-01-10,2025-01-12
LN98782,CUST98210,Education,106092.06,4.53,60,1922.48,Active,2025-01-10,2025-01-12
LN98783,CUST98287,Auto,93036.86,6.46,120,1206.8,Active,2025-01-10,2025-01-12
LN98784,CUST98049,Home,231740.39,10.66,120,2468.5,Active,2025-01-10,2025-01-12
LN98785,CUST98861,Home,60846.98,11.74,36,2424.79,Active,2025-01-10,2025-01-12
LN98786,CUST98983,Auto,292520.95,9.8,36,1281.37,Active,2025-01-10,2025-01-12
LN98787,CUST98989,Personal,131000.44,10.64,24,2714.67,Active,2025-01-10,2025-01-12
LN98788,CUST98891,Home,265140.95,8.81,120,559.36,Active,2025-01-10,2025-01-12
LN98789,CUST98815,Auto,265030.44,5.81,12,2596.08,Active,2025-01-10,2025-01-12
LN98790,CUST98914,Personal,201515.85,9.38,12,1751.48,Active,2025-01-10,2025-01-12
LN98791,CUST98817,Education,35427.45,10.22,36,1737.93,Active,2025-01-10,2025-01-12
LN98792,CUST98550,Education,282087.63,10.59,36,1365.02,Active,2025-01-10,2025-01-12
LN98793,CUST98853,Education,214900.35,4.63,36,206.68,Active,2025-01-10,2025-01-12
LN98794,CUST98125,Home,68396.07,6.98,24,2885.67,Active,2025-01-10,2025-01-12
LN98795,CUST98403,Personal,24689.54,7.05,24,2499.97,Active,2025-01-10,2025-01-12
LN98796,CUST98636,Auto,209847.55,5.3,120,1821.07,Active,2025-01-10,2025-01-12
LN98797,CUST98827,Home,267970.55,9.23,12,430.32,Active,2025-01-10,2025-01-12
LN98798,CUST98602,Education,217974.9,8.14,60,2887.21,Active,2025-01-10,2025-01-12
LN98799,CUST98594,Auto,43894.95,6.28,60,387.79,Active,2025-01-10,2025-01-12
LN98800,CUST98841,Personal,254007.6,7.17,12,2760.98,Active,2025-01-10,2025-01-12
LN98801,CUST98796,Personal,194143.54,8.8,60,1111.84,Active,2025-01-10,2025-01-12
LN98802,CUST98580,Personal,59020.38,4.65,12,1977.25,Active,2025-01-10,2025-01-12
LN98803,CUST98579,Home,88765.33,9.25,24,2838.54,Active,2025-01-10,2025-01-12
LN98804,CUST98250,Personal,279451.72,7.06,12,539.51,Active,2025-01-10,2025-01-12
LN98805,CUST98249,Education,142817.75,8.16,12,1659.73,Active,2025-01-10,2025-01-12
LN98806,CUST98026,Personal,153035.22,7.37,120,1510.49,Active,2025-01-10,2025-01-12
LN98807,CUST98485,Education,61895.11,3.79,60,1324.06,Active,2025-01-10,2025-01-12
LN98808,CUST98271,Personal,169066.34,9.52,60,398.26,Active,2025-01-10,2025-01-12
LN98809,CUST98654,Education,287220.96,3.29,120,250.99,Active,2025-01-10,2025-01-12
LN98810,CUST98726,Home,7297.65,9.1,24,974.42,Active,2025-01-10,2025-01-12
LN98811,CUST98872,Auto,101097.07,8.95,60,2909.22,Active,2025-01-10,2025-01-12
LN98812,CUST98817,Education,130346.02,8.63,120,807.35,Active,2025-01-10,2025-01-12
LN98813,CUST98262,Auto,163308.37,3.9,60,356.07,Active,2025-01-10,2025-01-12
LN98814,CUST98791,Education,141434.2,5.57,12,1196.38,Active,2025-01-10,2025-01-12
LN98815,CUST98433,Auto,199412.94,4.46,120,1581.89,Active,2025-01-10,2025-01-12
LN98816,CUST98314,Education,7372.89,3.13,120,2854.99,Active,2025-01-10,2025-01-12
LN98817,CUST98585,Auto,235714.76,5.17,60,1036.52,Active,2025-01-10,2025-01-12
LN98818,CUST98483,Auto,283583.26,5.91,36,1193.96,Active,2025-01-10,2025-01-12
LN98819,CUST98820,Home,206707.7,9.31,24,2639.23,Active,2025-01-10,2025-01-12
LN98820,CUST98215,Home,220947.55,7.0,36,677.86,Active,2025-01-10,2025-01-12
LN98821,CUST98540,Auto,122560.76,4.27,60,2439.02,Active,2025-01-10,2025-01-12
LN98822,CUST98531,Personal,96421.23,9.71,120,2188.32,Active,2025-01-10,2025-01-12
LN98823,CUST98614,Personal,75766.21,5.36,36,265.33,Active,2025-01-10,2025-01-12
LN98824,CUST98992,Auto,110148.27,9.93,60,806.38,Active,2025-01-10,2025-01-12
LN98825,CUST98827,Home,65451.7,5.43,24,699.76,Active,2025-01-10,2025-01-12
LN98826,CUST98275,Personal,274023.69,7.08,36,738.09,Active,2025-01-10,2025-01-12
LN98827,CUST98942,Auto,138451.02,3.98,12,367.19,Active,2025-01-10,2025-01-12
LN98828,CUST98802,Home,72004.75,5.24,36,1588.42,Active,2025-01-10,2025-01-12
LN98829,CUST98392,Education,153120.62,6.12,60,169.53,Active,2025-01-10,2025-01-12
LN98830,CUST98917,Personal,273206.41,10.24,120,187.05,Active,2025-01-10,2025-01-12
LN98831,CUST98470,Personal,133133.42,9.28,24,1340.67,Active,2025-01-10,2025-01-12
LN98832,CUST98581,Education,261771.94,6.03,36,326.78,Active,2025-01-10,2025-01-12
LN98833,CUST98600,Personal,92644.17,8.54,36,180.7,Active,2025-01-10,2025-01-12
LN98834,CUST98761,Personal,107060.01,10.38,120,1270.06,Active,2025-01-10,2025-01-12
LN98835,CUST98529,Home,181456.39,6.04,36,527.24,Active,2025-01-10,2025-01-12
LN98836,CUST98597,Education,228322.95,8.59,36,780.26,Active,2025-01-10,2025-01-12
LN98837,CUST98524,Education,27841.39,11.42,60,519.81,Active,2025-01-10,2025-01-12
LN98838,CUST98659,Home,209820.7,10.81,60,1261.35,Active,2025-01-10,2025-01-12
LN98839,CUST98050,Personal,264803.22,10.31,120,2860.49,Active,2025-01-10,2025-01-12
LN98840,CUST98228,Education,88488.36,5.66,60,1178.63,Active,2025-01-10,2025-01-12
LN98841,CUST98935,Education,152390.39,5.63,12,1769.47,Active,2025-01-10,2025-01-12
LN98842,CUST98817,Auto,212003.44,9.1,36,2375.1,Active,2025-01-10,2025-01-12
LN98843,CUST98905,Personal,242928.88,4.64,120,2858.52,Active,2025-01-10,2025-01-12
LN98844,CUST98730,Education,41752.0,5.92,36,2060.16,Active,2025-01-10,2025-01-12
LN98845,CUST98571,Home,196609.83,8.84,12,640.62,Active,2025-01-10,2025-01-12
LN98846,CUST98053,Auto,61018.27,10.0,60,644.63,Active,2025-01-10,2025-01-12
LN98847,CUST98707,Personal,18636.8,6.46,60,337.45,Active,2025-01-10,2025-01-12
LN98848,CUST98636,Home,293572.98,5.26,60,1629.37,Active,2025-01-10,2025-01-12
LN98849,CUST98067,Home,146710.06,9.42,12,523.99,Active,2025-01-10,2025-01-12
LN98850,CUST98252,Education,22084.43,5.93,60,855.96,Active,2025-01-10,2025-01-12
LN98851,CUST98473,Education,193912.16,4.16,120,825.14,Active,2025-01-10,2025-01-12
LN98852,CUST98441,Personal,108835.95,8.14,24,2107.76,Active,2025-01-10,2025-01-12
LN98853,CUST98300,Education,137014.9,3.98,120,1856.93,Active,2025-01-10,2025-01-12
LN98854,CUST98205,Auto,122494.67,4.54,12,1855.93,Active,2025-01-10,2025-01-12
LN98855,CUST98779,Home,268826.36,7.08,36,2235.09,Active,2025-01-10,2025-01-12
LN98856,CUST98717,Education,161236.89,7.85,24,1842.48,Active,2025-01-10,2025-01-12
LN98857,CUST98606,Auto,222319.38,6.07,12,1658.16,Active,2025-01-10,2025-01-12
LN98858,CUST98164,Auto,104449.56,7.07,24,445.45,Active,2025-01-10,2025-01-12
LN98859,CUST98341,Education,184358.67,3.97,36,267.13,Active,2025-01-10,2025-01-12
LN98860,CUST98148,Auto,14423.71,7.1,36,1502.3,Active,2025-01-10,2025-01-12
LN98861,CUST98802,Auto,10229.77,3.56,120,2532.05,Active,2025-01-10,2025-01-12
LN98862,CUST98820,Personal,184178.09,7.64,12,912.83,Active,2025-01-10,2025-01-12
LN98863,CUST98478,Personal,248893.13,8.12,120,2158.52,Active,2025-01-10,2025-01-12
LN98864,CUST98764,Education,116007.77,11.6,60,2162.89,Active,2025-01-10,2025-01-12
LN98865,CUST98141,Home,123384.63,4.11,120,1429.9,Active,2025-01-10,2025-01-12
LN98866,CUST98779,Education,227071.17,8.9,24,2628.67,Active,2025-01-10,2025-01-12
LN98867,CUST98922,Personal,145151.62,9.71,60,279.7,Active,2025-01-10,2025-01-12
LN98868,CUST98510,Education,66715.46,8.98,60,108.76,Active,2025-01-10,2025-01-12
LN98869,CUST98246,Education,156232.43,8.07,60,1811.53,Active,2025-01-10,2025-01-12
LN98870,CUST98880,Auto,174236.67,4.38,36,2145.09,Active,2025-01-10,2025-01-12
LN98871,CUST98949,Home,46952.07,4.36,120,320.59,Active,2025-01-10,2025-01-12
LN98872,CUST98387,Home,298525.13,9.68,60,1406.94,Active,2025-01-10,2025-01-12
LN98873,CUST98887,Auto,100589.69,4.21,60,2874.61,Active,2025-01-10,2025-01-12
LN98874,CUST98320,Personal,124623.93,9.45,12,2340.72,Active,2025-01-10,2025-01-12
LN98875,CUST98852,Auto,279375.08,3.27,60,2073.57,Active,2025-01-10,2025-01-12
LN98876,CUST98635,Home,108215.8,5.34,60,2119.21,Active,2025-01-10,2025-01-12
LN98877,CUST98887,Education,78662.81,8.09,36,1897.05,Active,2025-01-10,2025-01-12
LN98878,CUST98788,Education,180614.71,9.81,120,1728.23,Active,2025-01-10,2025-01-12
LN98879,CUST98322,Education,219523.67,4.7,24,759.78,Active,2025-01-10,2025-01-12
LN98880,CUST98777,Education,178138.89,7.35,60,984.2,Active,2025-01-10,2025-01-12
LN98881,CUST98293,Education,118777.85,9.93,24,2021.99,Active,2025-01-10,2025-01-12
LN98882,CUST98727,Home,130875.87,5.18,36,1903.73,Active,2025-01-10,2025-01-12
LN98883,CUST98430,Auto,177955.65,9.1,60,2121.98,Active,2025-01-10,2025-01-12
LN98884,CUST98921,Education,140497.42,6.25,36,1621.21,Active,2025-01-10,2025-01-12
LN98885,CUST98018,Education,163450.25,9.82,60,1493.9,Active,2025-01-10,2025-01-12
